LAR_sites,sampledate,sitename,sitedesc,targetlatitude,targetlongitude,actuallatitude,actuallongitude,grouptype,variablename,result,unit
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Morphology,Percent Pool of Reach,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Morphology,Percent Rapid of Reach Wet Habitats,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Morphology,Percent Rapid of Reach,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Percent Concrete/Asphalt,80.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Morphology,Percent Riffle of Reach Wet Habitats,10.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Morphology,Percent Riffle of Reach,10.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Morphology,Percent Run of Reach Wet Habitats,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Morphology,Percent Run of Reach,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Percent Bedrock - rough,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Percent Bedrock - smooth,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Percent Sand,7.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Percent Substrate Smaller than Sand (<2 mm),9.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Percent Boulders - small,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Percent Substrate Fine Gravel or Smaller (<16 mm),15.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Morphology,Percent Slow Water of Reach Wet Habitats,89.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Morphology,Percent Slow Water of Reach,90.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Percent Wood,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Percent Boulders - large,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Velocity and Discharge,Percent Zero Velocity Measurements,,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Reach Condition,RBP Channel Alterations,,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Reach Condition,RBP Epifaunal Substrate/Available Cover,,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Reach Condition,RBP Sediment Deposition,,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Particulate Particle Size 10th (d10),0.03,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Particulate Particle Size 25th (d25),1.03,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Particulate Particle Size Median (d50),6.0,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Particulate Particle Size 75th (d75),14.0,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Particulate Particle Size 90th (d90),20.0,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Particle Size 10th (d10),10.0,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Particle Size 25th (d25),5660.0,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Particle Size Median (d50),5660.0,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Particle Size 75th (d75),5660.0,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Particle Size 90th (d90),5660.0,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Sinuosity and Slope,Sinuosity,1.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Sinuosity and Slope,Percent 0.5% Slope,100.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Sinuosity and Slope,Percent 0% Slope,20.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Sinuosity and Slope,Percent 1% Slope,100.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Sinuosity and Slope,Percent 2% Slope,100.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Combined Riparian Human Disturbance Index - EMAP ,1.5,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Combined Riparian Human Disturbance Index - SWAMP,1.5,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Buildings Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Bridges/Abutments Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Row Crops Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Landfill/Trash Riparian Human Disturbance,1.5,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Logging Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Mining Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Orchards/Vineyards Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Park/Lawn Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Pipes (Inlet/Outlet) Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Pasture/Range Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Pavement/Cleared Lot Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Road/Railroad Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Vegetation Management Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Human Influence,Wall/Rip-Rap Riparian Human Disturbance,0.0,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Sinuosity and Slope,Mean Direction of Reach Flow,174.0,degrees
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Bank Morphology,Mean Bankfull Height,0.3,m
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Bank Morphology,Mean Bankfull Width,96.0,m
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Mean Upper Canopy Trees and Saplings,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Mean Bank Shade and Canopy cover,,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Mean Mid-Channel Shade and Canopy cover,3.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Mean Lower (Mid-Layer) and Upper Canopy Cover,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Riparian Cover Sum of 3 Layers,2.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Mean Cobble Embeddedness - channel/margin,,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Habitat Complexity and Cover,Mean Filamentous algae cover,25.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Habitat Complexity and Cover,Mean Aquatic Macrophytes/Emergent Vegetation cover,5.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Habitat Complexity and Cover,"Big shelters cover (sum LW, boulder, undercut banks, artificial)",0.9,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Habitat Complexity and Cover,Mean Woody Debris <0.3m cover,5.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Habitat Complexity and Cover,Mean Artificial structures cover,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Habitat Complexity and Cover,Mean Live tree roots cover,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Habitat Complexity and Cover,Mean Woody Debris >0.3m cover,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Habitat Complexity and Cover,"Natural shelter cover (sum LW, brush, overhang, boulders, undercut)",5.9,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Habitat Complexity and Cover,"Natural shelter cover (sum LW, brush, overhang, boulders, undercut, live tree roots, macrophytes)",10.9,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Habitat Complexity and Cover,Mean Overhanging vegetation cover,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Habitat Complexity and Cover,Mean Boulders cover,0.9,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Habitat Complexity and Cover,Mean Undercut Banks cover,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Mean Vegetation Ground Cover,2.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,"Mean Barren, Bare Soil/Duff Ground cover",88.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Mean Herbs/Grasses Ground Cover,1.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Mean Woody Shrubs Ground Cover,1.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Mean Lower (Mid-Layer) Canopy Vegetation,0.0,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Algae Cover,Mean Microalgae Thickness,0.0,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Algae Cover,Mean Microalgae Thickness where Microalgae Present,0.0,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Upper Canopy Trees and Saplings presence,0.0,proportion
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Lower (Mid-Layer) and Upper Canopy Vegetation presence,0.0,proportion
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Riparian Vegetation All 3 Layers presence,0.0,proportion
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Ground Cover Vegetation presence,0.23,proportion
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Moderate Riparian Ground Cover presence,0.0,proportion
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Riparian Vegetation Cover and Structure,Lower (Mid-Layer) Canopy Vegetation presence,0.0,proportion
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Substrate Size and Composition,Geometric Mean Substrate Diameter (Dgm),1327.5,mm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Sinuosity and Slope,Mean Slope of Reach,0.1,%
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Field Measures,Mean Water Alkalinity Total,,mg/L
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Morphology,Mean Water Depth,10.0,cm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Morphology,Mean of Deepest Depth within Transects,38.8,cm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Field Measures,Mean Water Dissolved Oxygen,10.9,mg/L
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Channel Morphology,Mean Width of Wetted Channel,94.8,m
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Field Measures,Mean Water pH,8.67,None
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Field Measures,Mean Water Specific Conductivity,1003.0,uS/cm
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Field Measures,Mean Water Salinity,0.5,ppt
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Field Measures,Mean Water Turbidity,,NTU
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Field Measures,Mean Water Temperature (C),17.1,deg C
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Field Measures,Mean Water Temperature (F),62.8,deg F
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Velocity and Discharge,Mean Water Velocity (ft/s),,ft/s
412M08643,5/23/2018 12:00:00 AM,LAR,Los Angeles River Random,33.80841,-118.20559,33.80969,-118.20509,Velocity and Discharge,Mean Water Velocity (m/s),,m/s
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Filamentous Algae present,11.0,count
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Shelter Types Richness - EMAP (without LTR),5.0,count
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Shelter Types Richness - SWAMP (with LTR),6.0,count
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Aquatic Macrophytes/Emergent Vegetation cover present,5.0,count
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Woody Debris <0.3m cover present,11.0,count
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Artificial Structures cover present,0.0,count
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Live tree Roots cover present,1.0,count
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Woody Debris >0.3m cover present,0.0,count
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Overhanging Vegetation cover present,5.0,count
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Boulders cover present,11.0,count
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Undercut Banks cover present,0.0,count
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Evenness of Aquatic Habitat Types,0.52,None
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Channel Morphology,Evenness of Flow Habitat Types,0.61,None
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Substrate Size and Composition,Evenness of Natural Substrate Types,0.9,None
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Velocity and Discharge,Flow Discharge - Neutral Buoyant Object (cfs),,ft3/s
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Velocity and Discharge,Flow Discharge - Neutral Buoyant Object (metric),,m3/s
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Velocity and Discharge,Flow Discharge (Q) (cfs),4.308,ft3/s
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Velocity and Discharge,Flow Discharge (Q) (metric),0.122,m3/s
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Habitat Complexity and Cover,Shannon Diversity (H) of Aquatic Habitat Types,0.93,None
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Channel Morphology,Shannon Diversity (H) of Flow Habitat Types,0.67,None
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Substrate Size and Composition,Shannon Diversity (H) of Natural Substrate Types,1.75,None
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Velocity and Discharge,Maximum Water Velocity (ft/s),1.2,ft/s
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Velocity and Discharge,Maximum Water Velocity (m/s),0.4,m/s
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Notable Field Conditions,Dominant Landuse/Landcover,Forest,None
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Notable Field Conditions,Evidence of Fire,NO,None
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Notable Field Conditions,Evidence of Recent Rainfall,NO,None
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Bank Morphology,Percent Eroded Banks,59.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Bank Morphology,Percent Stable Banks,0.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Bank Morphology,Percent Vulnerable Banks,41.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Substrate Size and Composition,Percent Substrate as Bedrock,0.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Substrate Size and Composition,Percent Substrate Larger than Fine Gravel  (>16 mm),44.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Substrate Size and Composition,Percent Cobble,20.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Channel Morphology,Percent Cascade/Falls of Reach Wet Habitats,0.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,libray,Percent Cascade/Falls of Reach,0.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Substrate Size and Composition,CPOM Presence,14.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Channel Morphology,Percent Dry of Reach,0.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Channel Morphology,Percent Fast Water of Reach Wet Habitats,66.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Channel Morphology,Percent Fast Water of Reach,66.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Substrate Size and Composition,Percent Fines (silts/clay/muck),9.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Substrate Size and Composition,Percent Gravel - coarse,18.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Substrate Size and Composition,Percent Gravel - fine,19.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Channel Morphology,Percent Glide of Reach Wet Habitats,34.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Channel Morphology,Percent Glide of Reach,34.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Substrate Size and Composition,Percent Hardpan,0.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Algae Cover,Percent Presence of Attached Macroalgae,50.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Algae Cover,Percent Presence of Macroalgae,67.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Algae Cover,Percent Presence of Unattached Macroalgae,20.0,%
412M08647,7/16/2019 12:00:00 AM,Big Tujunga Creek,Big Tujunga Creek,34.27872,-118.30172,34.27831,-118.30467,Algae Cover,Percent Presence of Macrophytes,0.0,%
